Variety,Grade,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
Golden Delicious,A,2017-10-22,,,
Golden Delicious,A,2017-10-29,,,
Golden Delicious,A,2017-11-05,,,
Golden Delicious,A,2017-11-12,,,
Golden Delicious,A,2017-11-19,,,
Golden Delicious,A,2017-11-26,,,
Golden Delicious,A,2017-12-03,,,
Golden Delicious,A,2017-12-10,,,
Golden Delicious,A,2017-12-17,,,
Golden Delicious,A,2017-12-24,,,
Golden Delicious,A,2017-12-31,,,
Golden Delicious,A,2018-01-07,,,
Golden Delicious,A,2018-01-14,,,
Golden Delicious,A,2018-01-21,,,
Golden Delicious,A,2018-01-28,,,
Golden Delicious,A,2018-02-04,,,
Golden Delicious,A,2018-02-11,,,
Golden Delicious,A,2018-02-18,,,
Golden Delicious,A,2018-02-25,,,
Golden Delicious,A,2018-03-04,,,
Golden Delicious,A,2018-03-11,,,
Golden Delicious,A,2018-03-18,,,
Golden Delicious,A,2018-03-25,,,
Golden Delicious,A,2018-04-01,,,
Golden Delicious,A,2018-04-08,,,
Golden Delicious,A,2018-04-15,,,
Golden Delicious,A,2018-04-22,,,
Golden Delicious,A,2018-04-29,,,
Golden Delicious,A,2018-05-06,,,
Golden Delicious,A,2018-05-13,,,
Golden Delicious,A,2018-05-20,,,
Golden Delicious,A,2018-05-27,,,
Golden Delicious,A,2018-06-03,,,
Golden Delicious,A,2018-06-10,,,
Golden Delicious,A,2018-06-17,,,
Golden Delicious,A,2018-06-24,,,
Golden Delicious,A,2018-07-01,,,
Golden Delicious,A,2018-07-08,,,
Golden Delicious,A,2018-07-15,,,
Golden Delicious,A,2018-07-22,,,
Golden Delicious,A,2018-07-29,,,
Golden Delicious,A,2018-08-05,,,
Golden Delicious,A,2018-08-12,,,
Golden Delicious,A,2018-08-19,,,
Golden Delicious,A,2018-08-26,,,
Golden Delicious,A,2018-09-02,,,
Golden Delicious,A,2018-09-09,,,
Golden Delicious,A,2018-09-16,,,
Golden Delicious,A,2018-09-23,,,
Golden Delicious,A,2018-09-30,,,
Golden Delicious,A,2018-10-07,,,
Golden Delicious,A,2018-10-14,,,
Golden Delicious,A,2018-10-21,,,
Golden Delicious,A,2018-10-28,,,
Golden Delicious,A,2018-11-04,,,
Golden Delicious,A,2018-11-11,,,
Golden Delicious,A,2018-11-18,,,
Golden Delicious,A,2018-11-25,,,
Golden Delicious,A,2018-12-02,,,
Golden Delicious,A,2018-12-09,,,
Golden Delicious,A,2018-12-16,,,
Golden Delicious,A,2018-12-23,,,
Golden Delicious,A,2018-12-30,,,
Golden Delicious,A,2019-01-06,,,
Golden Delicious,A,2019-01-13,,,
Golden Delicious,A,2019-01-20,,,
Golden Delicious,A,2019-01-27,,,
Golden Delicious,A,2019-02-03,,,
Golden Delicious,A,2019-02-10,,,
Golden Delicious,A,2019-02-17,,,
Golden Delicious,A,2019-02-24,,,
Golden Delicious,A,2019-03-03,,,
Golden Delicious,A,2019-03-10,,,
Golden Delicious,A,2019-03-17,,,
Golden Delicious,A,2019-03-24,,,
Golden Delicious,A,2019-03-31,,,
Golden Delicious,A,2019-04-07,,,
Golden Delicious,A,2019-04-14,,,
Golden Delicious,A,2019-04-21,,,
Golden Delicious,A,2019-04-28,,,
Golden Delicious,A,2019-05-05,,,
Golden Delicious,A,2019-05-12,,,
Golden Delicious,A,2019-05-19,,,
Golden Delicious,A,2019-05-26,,,
Golden Delicious,A,2019-06-02,,,
Golden Delicious,A,2019-06-09,,,
Golden Delicious,A,2019-06-16,,,
Golden Delicious,A,2019-06-23,,,
Golden Delicious,A,2019-06-30,,,
Golden Delicious,A,2019-07-07,,,
Golden Delicious,A,2019-07-14,,,
Golden Delicious,A,2019-07-21,,,
Golden Delicious,A,2019-07-28,,,
Golden Delicious,A,2019-08-04,,,
Golden Delicious,A,2019-08-11,,,
Golden Delicious,A,2019-08-18,,,
Golden Delicious,A,2019-08-25,,,
Golden Delicious,A,2019-09-01,,,
Golden Delicious,A,2019-09-08,,,
Golden Delicious,A,2019-09-15,,,
Golden Delicious,A,2019-09-22,,,
Golden Delicious,A,2019-09-29,,,
Golden Delicious,A,2019-10-06,,,
Golden Delicious,A,2019-10-13,,,
Golden Delicious,A,2019-10-20,,,
Golden Delicious,A,2019-10-27,,,
Golden Delicious,A,2019-11-03,,,
Golden Delicious,A,2019-11-10,,,
Golden Delicious,A,2019-11-17,,,
Golden Delicious,A,2019-11-24,,,
Golden Delicious,A,2019-12-01,,,
Golden Delicious,A,2019-12-08,,,
Golden Delicious,A,2019-12-15,,,
Golden Delicious,A,2019-12-22,,,
Golden Delicious,A,2019-12-29,,,
Golden Delicious,A,2020-01-05,,,
Golden Delicious,A,2020-01-12,,,
Golden Delicious,A,2020-01-19,,,
Golden Delicious,A,2020-01-26,,,
Golden Delicious,A,2020-02-02,,,
Golden Delicious,A,2020-02-09,,,
Golden Delicious,A,2020-02-16,,,
Golden Delicious,A,2020-02-23,,,
Golden Delicious,A,2020-03-01,,,
Golden Delicious,A,2020-03-08,,,
Golden Delicious,A,2020-03-15,,,
Golden Delicious,A,2020-03-22,,,
Golden Delicious,A,2020-03-29,,,
Golden Delicious,A,2020-04-05,,,
Golden Delicious,A,2020-04-12,,,
Golden Delicious,A,2020-04-19,,,
Golden Delicious,A,2020-04-26,,,
Golden Delicious,A,2020-05-03,,,
Golden Delicious,A,2020-05-10,,,
Golden Delicious,A,2020-05-17,,,
Golden Delicious,A,2020-05-24,,,
Golden Delicious,A,2020-05-31,,,
Golden Delicious,A,2020-06-07,,,
Golden Delicious,A,2020-06-14,,,
Golden Delicious,A,2020-06-21,,,
Golden Delicious,A,2020-06-28,,,
Golden Delicious,A,2020-07-05,,,
Golden Delicious,A,2020-07-12,,,
Golden Delicious,A,2020-07-19,,,
Golden Delicious,A,2020-07-26,,,
Golden Delicious,A,2020-08-02,,,
Golden Delicious,A,2020-08-09,,,
Golden Delicious,A,2020-08-16,,,
Golden Delicious,A,2020-08-23,,,
Golden Delicious,A,2020-08-30,,,
Golden Delicious,A,2020-09-06,,,
Golden Delicious,A,2020-09-13,,,
Golden Delicious,A,2020-09-20,,,
Golden Delicious,A,2020-09-27,,,
Golden Delicious,A,2020-10-04,,,
Golden Delicious,A,2020-10-11,,,
Golden Delicious,A,2020-10-18,,,
Golden Delicious,A,2020-10-25,,,
Golden Delicious,A,2020-11-01,,,
Golden Delicious,A,2020-11-08,,,
Golden Delicious,A,2020-11-15,,,
Golden Delicious,A,2020-11-22,,,
Golden Delicious,A,2020-11-29,,,
Golden Delicious,A,2020-12-06,,,
Golden Delicious,A,2020-12-13,,,
Golden Delicious,A,2020-12-20,,,
Golden Delicious,A,2020-12-27,,,
Golden Delicious,A,2021-01-03,,,
Golden Delicious,A,2021-01-10,,,
Golden Delicious,A,2021-01-17,,,
Golden Delicious,A,2021-01-24,,,
Golden Delicious,A,2021-01-31,,,
Golden Delicious,A,2021-02-07,,,
Golden Delicious,A,2021-02-14,,,
Golden Delicious,A,2021-02-21,,,
Golden Delicious,A,2021-02-28,,,
Golden Delicious,A,2021-03-07,,,
Golden Delicious,A,2021-03-14,,,
Golden Delicious,A,2021-03-21,,,
Golden Delicious,A,2021-03-28,,,
Golden Delicious,A,2021-04-04,,,
Golden Delicious,A,2021-04-11,,,
Golden Delicious,A,2021-04-18,,,
Golden Delicious,A,2021-04-25,,,
Golden Delicious,A,2021-05-02,,,
Golden Delicious,A,2021-05-09,,,
Golden Delicious,A,2021-05-16,,,
Golden Delicious,A,2021-05-23,,,
Golden Delicious,A,2021-05-30,,,
Golden Delicious,A,2021-06-06,,,
Golden Delicious,A,2021-06-13,,,
Golden Delicious,A,2021-06-20,,,
Golden Delicious,A,2021-06-27,,,
Golden Delicious,A,2021-07-04,,,
Golden Delicious,A,2021-07-11,,,
Golden Delicious,A,2021-07-18,,,
Golden Delicious,A,2021-07-25,,,
Golden Delicious,A,2021-08-01,,,
Golden Delicious,A,2021-08-08,,,
Golden Delicious,A,2021-08-15,,,
Golden Delicious,A,2021-08-22,,,
Golden Delicious,A,2021-08-29,,,
Golden Delicious,A,2021-09-05,,,
Golden Delicious,A,2021-09-12,,,
Golden Delicious,A,2021-09-19,,,
Golden Delicious,A,2021-09-26,,,
Golden Delicious,A,2021-10-03,,,
Golden Delicious,A,2021-10-10,,,
Golden Delicious,A,2021-10-17,,,
Golden Delicious,A,2021-10-24,,,
Golden Delicious,A,2021-10-31,,,
Golden Delicious,A,2021-11-07,,,
Golden Delicious,A,2021-11-14,,,
Golden Delicious,A,2021-11-21,,,
Golden Delicious,A,2021-11-28,,,
Golden Delicious,A,2021-12-05,,,
Golden Delicious,A,2021-12-12,,,
Golden Delicious,A,2021-12-19,,,
Golden Delicious,A,2021-12-26,,,
Golden Delicious,A,2022-01-02,,,
Golden Delicious,A,2022-01-09,,,
Golden Delicious,A,2022-01-16,,,
Golden Delicious,A,2022-01-23,,,
Golden Delicious,A,2022-01-30,,,
Golden Delicious,A,2022-02-06,,,
Golden Delicious,A,2022-02-13,,,
Golden Delicious,A,2022-02-20,,,
Golden Delicious,A,2022-02-27,,,
Golden Delicious,A,2022-03-06,,,
Golden Delicious,A,2022-03-13,,,
Golden Delicious,A,2022-03-20,,,
Golden Delicious,A,2022-03-27,,,
Golden Delicious,A,2022-04-03,,,
Golden Delicious,A,2022-04-10,,,
Golden Delicious,A,2022-04-17,,,
Golden Delicious,A,2022-04-24,,,
Golden Delicious,A,2022-05-01,,,
Golden Delicious,A,2022-05-08,,,
Golden Delicious,A,2022-05-15,,,
Golden Delicious,A,2022-05-22,,,
Golden Delicious,A,2022-05-29,,,
Golden Delicious,A,2022-06-05,,,
Golden Delicious,A,2022-06-12,,,
Golden Delicious,A,2022-06-19,,,
Golden Delicious,A,2022-06-26,,,
Golden Delicious,A,2022-07-03,,,
Golden Delicious,A,2022-07-10,,,
Golden Delicious,A,2022-07-17,,,
Golden Delicious,A,2022-07-24,,,
Golden Delicious,A,2022-07-31,,,
Golden Delicious,A,2022-08-07,,,
Golden Delicious,A,2022-08-14,,,
Golden Delicious,A,2022-08-21,,,
Golden Delicious,A,2022-08-28,,,
Golden Delicious,A,2022-09-04,,,
Golden Delicious,A,2022-09-11,,,
Golden Delicious,A,2022-09-18,,,
Golden Delicious,A,2022-09-25,,,
Golden Delicious,A,2022-10-02,,,
Golden Delicious,A,2022-10-09,,,
Golden Delicious,A,2022-10-16,,,
Golden Delicious,A,2022-10-23,,,
Golden Delicious,A,2022-10-30,,,
Golden Delicious,A,2022-11-06,,,
Golden Delicious,A,2022-11-13,,,
Golden Delicious,A,2022-11-20,,,
Golden Delicious,A,2022-11-27,,,
Golden Delicious,A,2022-12-04,,,
Golden Delicious,A,2022-12-11,,,
Golden Delicious,A,2022-12-18,,,
Golden Delicious,A,2022-12-25,,,
Golden Delicious,A,2023-01-01,,,
Golden Delicious,A,2023-01-08,,,
Golden Delicious,A,2023-01-15,,,
Golden Delicious,A,2023-01-22,,,
Golden Delicious,A,2023-01-29,,,
Golden Delicious,A,2023-02-05,,,
Golden Delicious,A,2023-02-12,,,
Golden Delicious,A,2023-02-19,,,
Golden Delicious,A,2023-02-26,,,
Golden Delicious,A,2023-03-05,,,
Golden Delicious,A,2023-03-12,,,
Golden Delicious,A,2023-03-19,,,
Golden Delicious,A,2023-03-26,,,
Golden Delicious,A,2023-04-02,,,
Golden Delicious,A,2023-04-09,,,
Golden Delicious,A,2023-04-16,,,
Golden Delicious,A,2023-04-23,,,
Golden Delicious,A,2023-04-30,,,
Golden Delicious,A,2023-05-07,,,
Golden Delicious,A,2023-05-14,,,
Golden Delicious,A,2023-05-21,,,
Golden Delicious,A,2023-05-28,,,
Golden Delicious,A,2023-06-04,,,
Golden Delicious,A,2023-06-11,,,
Golden Delicious,A,2023-06-18,,,
Golden Delicious,A,2023-06-25,,,
Golden Delicious,A,2023-07-02,,,
Golden Delicious,A,2023-07-09,,,
Golden Delicious,A,2023-07-16,,,
Golden Delicious,A,2023-07-23,,,
Golden Delicious,A,2023-07-30,,,
Golden Delicious,A,2023-08-06,,,
Golden Delicious,A,2023-08-13,,,
Golden Delicious,A,2023-08-20,,,
Golden Delicious,A,2023-08-27,,,
Golden Delicious,A,2023-09-03,,,
Golden Delicious,A,2023-09-10,,,
Golden Delicious,A,2023-09-17,,,
Golden Delicious,A,2023-09-24,,,
Golden Delicious,A,2023-10-01,,,
Golden Delicious,A,2023-10-08,,,
Golden Delicious,A,2023-10-15,,,
Golden Delicious,A,2023-10-22,,,
Golden Delicious,A,2023-10-29,,,
Golden Delicious,A,2023-11-05,,,
Golden Delicious,A,2023-11-12,,,
Golden Delicious,A,2023-11-19,,,
Golden Delicious,A,2023-11-26,,,
Golden Delicious,A,2023-12-03,,,
Golden Delicious,A,2023-12-10,,,
Golden Delicious,A,2023-12-17,,,
Golden Delicious,A,2023-12-24,,,
Golden Delicious,A,2023-12-31,,,
Golden Delicious,A,2024-01-07,,,
Golden Delicious,A,2024-01-14,,,
Golden Delicious,A,2024-01-21,,,
Golden Delicious,A,2024-01-28,,,
Golden Delicious,A,2024-02-04,,,
Golden Delicious,A,2024-02-11,,,
Golden Delicious,A,2024-02-18,,,
Golden Delicious,A,2024-02-25,,,
Golden Delicious,A,2024-03-03,,,
Golden Delicious,A,2024-03-10,,,
Golden Delicious,A,2024-03-17,,,
Golden Delicious,A,2024-03-24,,,
Golden Delicious,A,2024-03-31,,,
Golden Delicious,A,2024-04-07,,,
Golden Delicious,A,2024-04-14,,,
Golden Delicious,A,2024-04-21,,,
Golden Delicious,A,2024-04-28,,,
Golden Delicious,A,2024-05-05,,,
Golden Delicious,A,2024-05-12,,,
Golden Delicious,A,2024-05-19,,,
Golden Delicious,A,2024-05-26,,,
Golden Delicious,A,2024-06-02,,,
Golden Delicious,A,2024-06-09,,,
Golden Delicious,A,2024-06-16,,,
Golden Delicious,A,2024-06-23,,,
Golden Delicious,A,2024-06-30,,,
Golden Delicious,A,2024-07-07,,,
Golden Delicious,A,2024-07-14,,,
Golden Delicious,A,2024-07-21,,,
Golden Delicious,A,2024-07-28,,,
Golden Delicious,A,2024-08-04,,,
Golden Delicious,A,2024-08-11,,,
Golden Delicious,A,2024-08-18,,,
Golden Delicious,A,2024-08-25,,,
Golden Delicious,A,2024-09-01,,,
Golden Delicious,A,2024-09-08,,,
Golden Delicious,A,2024-09-15,,,
Golden Delicious,A,2024-09-22,,,
Golden Delicious,A,2024-09-29,,,
Golden Delicious,A,2024-10-06,,,
Golden Delicious,A,2024-10-13,,,
Golden Delicious,A,2024-10-20,,,
Golden Delicious,A,2024-10-27,,,
Golden Delicious,A,2024-11-03,,,
Golden Delicious,A,2024-11-10,,,
Golden Delicious,A,2024-11-17,,,
Golden Delicious,A,2024-11-24,,,
Golden Delicious,A,2024-12-01,,,
Golden Delicious,B,2017-10-01,,,
Golden Delicious,B,2017-10-08,,,
Golden Delicious,B,2017-10-15,,,
Golden Delicious,B,2017-10-22,,,
Golden Delicious,B,2017-10-29,,,
Golden Delicious,B,2017-11-05,,,
Golden Delicious,B,2017-11-12,,,
Golden Delicious,B,2017-11-19,,,
Golden Delicious,B,2017-11-26,,,
Golden Delicious,B,2017-12-03,,,
Golden Delicious,B,2017-12-10,,,
Golden Delicious,B,2017-12-17,,,
Golden Delicious,B,2017-12-24,,,
Golden Delicious,B,2017-12-31,,,
Golden Delicious,B,2018-01-07,,,
Golden Delicious,B,2018-01-14,,,
Golden Delicious,B,2018-01-21,,,
Golden Delicious,B,2018-01-28,,,
Golden Delicious,B,2018-02-04,,,
Golden Delicious,B,2018-02-11,,,
Golden Delicious,B,2018-02-18,,,
Golden Delicious,B,2018-02-25,,,
Golden Delicious,B,2018-03-04,,,
Golden Delicious,B,2018-03-11,,,
Golden Delicious,B,2018-03-18,,,
Golden Delicious,B,2018-03-25,,,
Golden Delicious,B,2018-04-01,,,
Golden Delicious,B,2018-04-08,,,
Golden Delicious,B,2018-04-15,,,
Golden Delicious,B,2018-04-22,,,
Golden Delicious,B,2018-04-29,,,
Golden Delicious,B,2018-05-06,,,
Golden Delicious,B,2018-05-13,,,
Golden Delicious,B,2018-05-20,,,
Golden Delicious,B,2018-05-27,,,
Golden Delicious,B,2018-06-03,,,
Golden Delicious,B,2018-06-10,,,
Golden Delicious,B,2018-06-17,,,
Golden Delicious,B,2018-06-24,,,
Golden Delicious,B,2018-07-01,,,
Golden Delicious,B,2018-07-08,,,
Golden Delicious,B,2018-07-15,,,
Golden Delicious,B,2018-07-22,,,
Golden Delicious,B,2018-07-29,,,
Golden Delicious,B,2018-08-05,,,
Golden Delicious,B,2018-08-12,,,
Golden Delicious,B,2018-08-19,,,
Golden Delicious,B,2018-08-26,,,
Golden Delicious,B,2018-09-02,,,
Golden Delicious,B,2018-09-09,,,
Golden Delicious,B,2018-09-16,,,
Golden Delicious,B,2018-09-23,,,
Golden Delicious,B,2018-09-30,,,
Golden Delicious,B,2018-10-07,,,
Golden Delicious,B,2018-10-14,,,
Golden Delicious,B,2018-10-21,,,
Golden Delicious,B,2018-10-28,,,
Golden Delicious,B,2018-11-04,,,
Golden Delicious,B,2018-11-11,,,
Golden Delicious,B,2018-11-18,,,
Golden Delicious,B,2018-11-25,,,
Golden Delicious,B,2018-12-02,,,
Golden Delicious,B,2018-12-09,,,
Golden Delicious,B,2018-12-16,,,
Golden Delicious,B,2018-12-23,,,
Golden Delicious,B,2018-12-30,,,
Golden Delicious,B,2019-01-06,,,
Golden Delicious,B,2019-01-13,,,
Golden Delicious,B,2019-01-20,,,
Golden Delicious,B,2019-01-27,,,
Golden Delicious,B,2019-02-03,,,
Golden Delicious,B,2019-02-10,,,
Golden Delicious,B,2019-02-17,,,
Golden Delicious,B,2019-02-24,,,
Golden Delicious,B,2019-03-03,,,
Golden Delicious,B,2019-03-10,,,
Golden Delicious,B,2019-03-17,,,
Golden Delicious,B,2019-03-24,,,
Golden Delicious,B,2019-03-31,,,
Golden Delicious,B,2019-04-07,,,
Golden Delicious,B,2019-04-14,,,
Golden Delicious,B,2019-04-21,,,
Golden Delicious,B,2019-04-28,,,
Golden Delicious,B,2019-05-05,,,
Golden Delicious,B,2019-05-12,,,
Golden Delicious,B,2019-05-19,,,
Golden Delicious,B,2019-05-26,,,
Golden Delicious,B,2019-06-02,,,
Golden Delicious,B,2019-06-09,,,
Golden Delicious,B,2019-06-16,,,
Golden Delicious,B,2019-06-23,,,
Golden Delicious,B,2019-06-30,,,
Golden Delicious,B,2019-07-07,,,
Golden Delicious,B,2019-07-14,,,
Golden Delicious,B,2019-07-21,,,
Golden Delicious,B,2019-07-28,,,
Golden Delicious,B,2019-08-04,,,
Golden Delicious,B,2019-08-11,,,
Golden Delicious,B,2019-08-18,,,
Golden Delicious,B,2019-08-25,,,
Golden Delicious,B,2019-09-01,,,
Golden Delicious,B,2019-09-08,,,
Golden Delicious,B,2019-09-15,,,
Golden Delicious,B,2019-09-22,,,
Golden Delicious,B,2019-09-29,,,
Golden Delicious,B,2019-10-06,,,
Golden Delicious,B,2019-10-13,,,
Golden Delicious,B,2019-10-20,,,
Golden Delicious,B,2019-10-27,,,
Golden Delicious,B,2019-11-03,,,
Golden Delicious,B,2019-11-10,,,
Golden Delicious,B,2019-11-17,,,
Golden Delicious,B,2019-11-24,,,
Golden Delicious,B,2019-12-01,,,
Golden Delicious,B,2019-12-08,,,
Golden Delicious,B,2019-12-15,,,
Golden Delicious,B,2019-12-22,,,
Golden Delicious,B,2019-12-29,,,
Golden Delicious,B,2020-01-05,,,
Golden Delicious,B,2020-01-12,,,
Golden Delicious,B,2020-01-19,,,
Golden Delicious,B,2020-01-26,,,
Golden Delicious,B,2020-02-02,,,
Golden Delicious,B,2020-02-09,,,
Golden Delicious,B,2020-02-16,,,
Golden Delicious,B,2020-02-23,,,
Golden Delicious,B,2020-03-01,,,
Golden Delicious,B,2020-03-08,,,
Golden Delicious,B,2020-03-15,,,
Golden Delicious,B,2020-03-22,,,
Golden Delicious,B,2020-03-29,,,
Golden Delicious,B,2020-04-05,,,
Golden Delicious,B,2020-04-12,,,
Golden Delicious,B,2020-04-19,,,
Golden Delicious,B,2020-04-26,,,
Golden Delicious,B,2020-05-03,,,
Golden Delicious,B,2020-05-10,,,
Golden Delicious,B,2020-05-17,,,
Golden Delicious,B,2020-05-24,,,
Golden Delicious,B,2020-05-31,,,
Golden Delicious,B,2020-06-07,,,
Golden Delicious,B,2020-06-14,,,
Golden Delicious,B,2020-06-21,,,
Golden Delicious,B,2020-06-28,,,
Golden Delicious,B,2020-07-05,,,
Golden Delicious,B,2020-07-12,,,
Golden Delicious,B,2020-07-19,,,
Golden Delicious,B,2020-07-26,,,
Golden Delicious,B,2020-08-02,,,
Golden Delicious,B,2020-08-09,,,
Golden Delicious,B,2020-08-16,,,
Golden Delicious,B,2020-08-23,,,
Golden Delicious,B,2020-08-30,,,
Golden Delicious,B,2020-09-06,,,
Golden Delicious,B,2020-09-13,,,
Golden Delicious,B,2020-09-20,,,
Golden Delicious,B,2020-09-27,,,
Golden Delicious,B,2020-10-04,,,
Golden Delicious,B,2020-10-11,,,
Golden Delicious,B,2020-10-18,,,
Golden Delicious,B,2020-10-25,,,
Golden Delicious,B,2020-11-01,,,
Golden Delicious,B,2020-11-08,,,
Golden Delicious,B,2020-11-15,,,
Golden Delicious,B,2020-11-22,,,
Golden Delicious,B,2020-11-29,,,
Golden Delicious,B,2020-12-06,,,
Golden Delicious,B,2020-12-13,,,
Golden Delicious,B,2020-12-20,,,
Golden Delicious,B,2020-12-27,,,
Golden Delicious,B,2021-01-03,,,
Golden Delicious,B,2021-01-10,,,
Golden Delicious,B,2021-01-17,,,
Golden Delicious,B,2021-01-24,,,
Golden Delicious,B,2021-01-31,,,
Golden Delicious,B,2021-02-07,,,
Golden Delicious,B,2021-02-14,,,
Golden Delicious,B,2021-02-21,,,
Golden Delicious,B,2021-02-28,,,
Golden Delicious,B,2021-03-07,,,
Golden Delicious,B,2021-03-14,,,
Golden Delicious,B,2021-03-21,,,
Golden Delicious,B,2021-03-28,,,
Golden Delicious,B,2021-04-04,,,
Golden Delicious,B,2021-04-11,,,
Golden Delicious,B,2021-04-18,,,
Golden Delicious,B,2021-04-25,,,
Golden Delicious,B,2021-05-02,,,
Golden Delicious,B,2021-05-09,,,
Golden Delicious,B,2021-05-16,,,
Golden Delicious,B,2021-05-23,,,
Golden Delicious,B,2021-05-30,,,
Golden Delicious,B,2021-06-06,,,
Golden Delicious,B,2021-06-13,,,
Golden Delicious,B,2021-06-20,,,
Golden Delicious,B,2021-06-27,,,
Golden Delicious,B,2021-07-04,,,
Golden Delicious,B,2021-07-11,,,
Golden Delicious,B,2021-07-18,,,
Golden Delicious,B,2021-07-25,,,
Golden Delicious,B,2021-08-01,,,
Golden Delicious,B,2021-08-08,,,
Golden Delicious,B,2021-08-15,,,
Golden Delicious,B,2021-08-22,,,
Golden Delicious,B,2021-08-29,,,
Golden Delicious,B,2021-09-05,,,
Golden Delicious,B,2021-09-12,,,
Golden Delicious,B,2021-09-19,,,
Golden Delicious,B,2021-09-26,,,
Golden Delicious,B,2021-10-03,,,
Golden Delicious,B,2021-10-10,,,
Golden Delicious,B,2021-10-17,,,
Golden Delicious,B,2021-10-24,,,
Golden Delicious,B,2021-10-31,,,
Golden Delicious,B,2021-11-07,,,
Golden Delicious,B,2021-11-14,,,
Golden Delicious,B,2021-11-21,,,
Golden Delicious,B,2021-11-28,,,
Golden Delicious,B,2021-12-05,,,
Golden Delicious,B,2021-12-12,,,
Golden Delicious,B,2021-12-19,,,
Golden Delicious,B,2021-12-26,,,
Golden Delicious,B,2022-01-02,,,
Golden Delicious,B,2022-01-09,,,
Golden Delicious,B,2022-01-16,,,
Golden Delicious,B,2022-01-23,,,
Golden Delicious,B,2022-01-30,,,
Golden Delicious,B,2022-02-06,,,
Golden Delicious,B,2022-02-13,,,
Golden Delicious,B,2022-02-20,,,
Golden Delicious,B,2022-02-27,,,
Golden Delicious,B,2022-03-06,,,
Golden Delicious,B,2022-03-13,,,
Golden Delicious,B,2022-03-20,,,
Golden Delicious,B,2022-03-27,,,
Golden Delicious,B,2022-04-03,,,
Golden Delicious,B,2022-04-10,,,
Golden Delicious,B,2022-04-17,,,
Golden Delicious,B,2022-04-24,,,
Golden Delicious,B,2022-05-01,,,
Golden Delicious,B,2022-05-08,,,
Golden Delicious,B,2022-05-15,,,
Golden Delicious,B,2022-05-22,,,
Golden Delicious,B,2022-05-29,,,
Golden Delicious,B,2022-06-05,,,
Golden Delicious,B,2022-06-12,,,
Golden Delicious,B,2022-06-19,,,
Golden Delicious,B,2022-06-26,,,
Golden Delicious,B,2022-07-03,,,
Golden Delicious,B,2022-07-10,,,
Golden Delicious,B,2022-07-17,,,
Golden Delicious,B,2022-07-24,,,
Golden Delicious,B,2022-07-31,,,
Golden Delicious,B,2022-08-07,,,
Golden Delicious,B,2022-08-14,,,
Golden Delicious,B,2022-08-21,,,
Golden Delicious,B,2022-08-28,,,
Golden Delicious,B,2022-09-04,,,
Golden Delicious,B,2022-09-11,,,
Golden Delicious,B,2022-09-18,,,
Golden Delicious,B,2022-09-25,,,
Golden Delicious,B,2022-10-02,,,
Golden Delicious,B,2022-10-09,,,
Golden Delicious,B,2022-10-16,,,
Golden Delicious,B,2022-10-23,,,
Golden Delicious,B,2022-10-30,,,
Golden Delicious,B,2022-11-06,,,
Golden Delicious,B,2022-11-13,,,
Golden Delicious,B,2022-11-20,,,
Golden Delicious,B,2022-11-27,,,
Golden Delicious,B,2022-12-04,,,
Golden Delicious,B,2022-12-11,,,
Golden Delicious,B,2022-12-18,,,
Golden Delicious,B,2022-12-25,,,
Golden Delicious,B,2023-01-01,,,
Golden Delicious,B,2023-01-08,,,
Golden Delicious,B,2023-01-15,,,
Golden Delicious,B,2023-01-22,,,
Golden Delicious,B,2023-01-29,,,
Golden Delicious,B,2023-02-05,,,
Golden Delicious,B,2023-02-12,,,
Golden Delicious,B,2023-02-19,,,
Golden Delicious,B,2023-02-26,,,
Golden Delicious,B,2023-03-05,,,
Golden Delicious,B,2023-03-12,,,
Golden Delicious,B,2023-03-19,,,
Golden Delicious,B,2023-03-26,,,
Golden Delicious,B,2023-04-02,,,
Golden Delicious,B,2023-04-09,,,
Golden Delicious,B,2023-04-16,,,
Golden Delicious,B,2023-04-23,,,
Golden Delicious,B,2023-04-30,,,
Golden Delicious,B,2023-05-07,,,
Golden Delicious,B,2023-05-14,,,
Golden Delicious,B,2023-05-21,,,
Golden Delicious,B,2023-05-28,,,
Golden Delicious,B,2023-06-04,,,
Golden Delicious,B,2023-06-11,,,
Golden Delicious,B,2023-06-18,,,
Golden Delicious,B,2023-06-25,,,
Golden Delicious,B,2023-07-02,,,
Golden Delicious,B,2023-07-09,,,
Golden Delicious,B,2023-07-16,,,
Golden Delicious,B,2023-07-23,,,
Golden Delicious,B,2023-07-30,,,
Golden Delicious,B,2023-08-06,,,
Golden Delicious,B,2023-08-13,,,
Golden Delicious,B,2023-08-20,,,
Golden Delicious,B,2023-08-27,,,
Golden Delicious,B,2023-09-03,,,
Golden Delicious,B,2023-09-10,,,
Golden Delicious,B,2023-09-17,,,
Golden Delicious,B,2023-09-24,,,
Golden Delicious,B,2023-10-01,,,
Golden Delicious,B,2023-10-08,,,
Golden Delicious,B,2023-10-15,,,
Golden Delicious,B,2023-10-22,,,
Golden Delicious,B,2023-10-29,,,
Golden Delicious,B,2023-11-05,,,
Golden Delicious,B,2023-11-12,,,
Golden Delicious,B,2023-11-19,,,
Golden Delicious,B,2023-11-26,,,
Golden Delicious,B,2023-12-03,,,
Golden Delicious,B,2023-12-10,,,
Golden Delicious,B,2023-12-17,,,
Golden Delicious,B,2023-12-24,,,
