Variety,Grade,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
American,A,2017-10-01,,,
American,A,2017-10-08,20.0,32.5,26.25
American,A,2017-10-15,25.0,32.5,28.75
American,A,2017-10-22,25.0,32.5,28.75
American,A,2017-10-29,25.0,32.5,28.75
American,A,2017-11-05,25.0,32.5,28.75
American,A,2017-11-12,25.0,37.5,31.25
American,A,2017-11-19,25.0,37.5,31.25
American,A,2017-11-26,25.0,37.5,31.25
American,A,2017-12-03,25.0,37.5,31.25
American,A,2017-12-10,,,
American,A,2017-12-17,,,
American,A,2017-12-24,,,
American,A,2017-12-31,,,
American,A,2018-01-07,,,
American,A,2018-01-14,,,
American,A,2018-01-21,,,
American,A,2018-01-28,,,
American,A,2018-02-04,,,
American,A,2018-02-11,,,
American,A,2018-02-18,,,
American,A,2018-02-25,,,
American,A,2018-03-04,,,
American,A,2018-03-11,,,
American,A,2018-03-18,,,
American,A,2018-03-25,,,
American,A,2018-04-01,,,
American,A,2018-04-08,,,
American,A,2018-04-15,,,
American,A,2018-04-22,,,
American,A,2018-04-29,,,
American,A,2018-05-06,,,
American,A,2018-05-13,,,
American,A,2018-05-20,,,
American,A,2018-05-27,,,
American,A,2018-06-03,,,
American,A,2018-06-10,,,
American,A,2018-06-17,,,
American,A,2018-06-24,,,
American,A,2018-07-01,,,
American,A,2018-07-08,,,
American,A,2018-07-15,,,
American,A,2018-07-22,,,
American,A,2018-07-29,,,
American,A,2018-08-05,,,
American,A,2018-08-12,,,
American,A,2018-08-19,,,
American,A,2018-08-26,,,
American,A,2018-09-02,,,
American,A,2018-09-09,,,
American,A,2018-09-16,,,
American,A,2018-09-23,,,
American,A,2018-09-30,,,
American,A,2018-10-07,18.75,25.0,21.875
American,A,2018-10-14,18.75,31.25,25.0
American,A,2018-10-21,18.75,31.25,25.0
American,A,2018-10-28,12.5,25.0,18.75
American,A,2018-11-04,12.5,25.0,18.75
American,A,2018-11-11,14.583333333333334,20.833333333333332,17.708333333333332
American,A,2018-11-18,15.520833333333334,21.770833333333332,18.645833333333332
American,A,2018-11-25,15.625,21.875,18.75
American,A,2018-12-02,18.75,25.0,21.875
American,A,2018-12-09,,,
American,A,2018-12-16,,,
American,A,2018-12-23,,,
American,A,2018-12-30,,,
American,A,2019-01-06,,,
American,A,2019-01-13,,,
American,A,2019-01-20,,,
American,A,2019-01-27,,,
American,A,2019-02-03,,,
American,A,2019-02-10,,,
American,A,2019-02-17,,,
American,A,2019-02-24,,,
American,A,2019-03-03,,,
American,A,2019-03-10,,,
American,A,2019-03-17,,,
American,A,2019-03-24,,,
American,A,2019-03-31,,,
American,A,2019-04-07,,,
American,A,2019-04-14,,,
American,A,2019-04-21,,,
American,A,2019-04-28,,,
American,A,2019-05-05,,,
American,A,2019-05-12,,,
American,A,2019-05-19,,,
American,A,2019-05-26,,,
American,A,2019-06-02,,,
American,A,2019-06-09,,,
American,A,2019-06-16,,,
American,A,2019-06-23,,,
American,A,2019-06-30,,,
American,A,2019-07-07,,,
American,A,2019-07-14,,,
American,A,2019-07-21,,,
American,A,2019-07-28,,,
American,A,2019-08-04,,,
American,A,2019-08-11,,,
American,A,2019-08-18,,,
American,A,2019-08-25,,,
American,A,2019-09-01,,,
American,A,2019-09-08,,,
American,A,2019-09-15,,,
American,A,2019-09-22,,,
American,A,2019-09-29,,,
American,A,2019-10-06,,,
American,A,2019-10-13,46.875,50.0,48.125
American,A,2019-10-20,46.875,50.0,48.125
American,A,2019-10-27,46.875,50.0,48.125
American,A,2019-11-03,,,
American,A,2019-11-10,46.875,50.0,48.125
American,A,2019-11-17,46.875,50.0,48.125
American,A,2019-11-24,46.875,50.0,48.125
American,A,2019-12-01,,,
American,A,2019-12-08,,,
American,A,2019-12-15,,,
American,A,2019-12-22,,,
American,A,2019-12-29,,,
American,A,2020-01-05,,,
American,A,2020-01-12,,,
American,A,2020-01-19,,,
American,A,2020-01-26,,,
American,A,2020-02-02,,,
American,A,2020-02-09,,,
American,A,2020-02-16,,,
American,A,2020-02-23,,,
American,A,2020-03-01,,,
American,A,2020-03-08,,,
American,A,2020-03-15,,,
American,A,2020-03-22,,,
American,A,2020-03-29,,,
American,A,2020-04-05,,,
American,A,2020-04-12,,,
American,A,2020-04-19,,,
American,A,2020-04-26,,,
American,A,2020-05-03,,,
American,A,2020-05-10,,,
American,A,2020-05-17,,,
American,A,2020-05-24,,,
American,A,2020-05-31,,,
American,A,2020-06-07,,,
American,A,2020-06-14,,,
American,A,2020-06-21,,,
American,A,2020-06-28,,,
American,A,2020-07-05,,,
American,A,2020-07-12,,,
American,A,2020-07-19,,,
American,A,2020-07-26,,,
American,A,2020-08-02,,,
American,A,2020-08-09,,,
American,A,2020-08-16,,,
American,A,2020-08-23,,,
American,A,2020-08-30,,,
American,A,2020-09-06,,,
American,A,2020-09-13,,,
American,A,2020-09-20,,,
American,A,2020-09-27,,,
American,A,2020-10-04,25.0,35.416666666666664,30.208333333333332
American,A,2020-10-11,25.0,36.458333333333336,30.729166666666668
American,A,2020-10-18,26.041666666666668,39.375,32.708333333333336
American,A,2020-10-25,28.125,44.791666666666664,36.458333333333336
American,A,2020-11-01,31.25,43.75,37.5
American,A,2020-11-08,31.25,43.392857142857146,37.32142857142857
American,A,2020-11-15,31.25,41.785714285714285,36.517857142857146
American,A,2020-11-22,32.32142857142857,41.42857142857143,36.964285714285715
American,A,2020-11-29,32.5,43.75,38.75
American,A,2020-12-06,32.5,43.75,38.75
American,A,2020-12-13,,,
American,A,2020-12-20,,,
American,A,2020-12-27,,,
American,A,2021-01-03,,,
American,A,2021-01-10,,,
American,A,2021-01-17,,,
American,A,2021-01-24,,,
American,A,2021-01-31,,,
American,A,2021-02-07,,,
American,A,2021-02-14,,,
American,A,2021-02-21,,,
American,A,2021-02-28,,,
American,A,2021-03-07,,,
American,A,2021-03-14,,,
American,A,2021-03-21,,,
American,A,2021-03-28,,,
American,A,2021-04-04,,,
American,A,2021-04-11,,,
American,A,2021-04-18,,,
American,A,2021-04-25,,,
American,A,2021-05-02,,,
American,A,2021-05-09,,,
American,A,2021-05-16,,,
American,A,2021-05-23,,,
American,A,2021-05-30,,,
American,A,2021-06-06,,,
American,A,2021-06-13,,,
American,A,2021-06-20,,,
American,A,2021-06-27,,,
American,A,2021-07-04,,,
American,A,2021-07-11,,,
American,A,2021-07-18,,,
American,A,2021-07-25,,,
American,A,2021-08-01,,,
American,A,2021-08-08,,,
American,A,2021-08-15,,,
American,A,2021-08-22,,,
American,A,2021-08-29,,,
American,A,2021-09-05,,,
American,A,2021-09-12,,,
American,A,2021-09-19,,,
American,A,2021-09-26,,,
American,A,2021-10-03,,,
American,A,2021-10-10,28.75,35.0,31.875
American,A,2021-10-17,26.5625,32.8125,29.6875
American,A,2021-10-24,30.208333333333332,36.458333333333336,33.333333333333336
American,A,2021-10-31,32.8125,43.75,38.28125
American,A,2021-11-07,39.583333333333336,52.083333333333336,45.833333333333336
American,A,2021-11-14,43.75,50.0,46.875
American,A,2021-11-21,43.75,50.0,46.875
American,A,2021-11-28,40.104166666666664,45.833333333333336,42.96875
American,A,2021-12-05,43.75,50.0,46.875
American,A,2021-12-12,,,
American,A,2021-12-19,,,
American,A,2021-12-26,,,
American,A,2022-01-02,,,
American,A,2022-01-09,,,
American,A,2022-01-16,,,
American,A,2022-01-23,,,
American,A,2022-01-30,,,
American,A,2022-02-06,,,
American,A,2022-02-13,,,
American,A,2022-02-20,,,
American,A,2022-02-27,,,
American,A,2022-03-06,,,
American,A,2022-03-13,,,
American,A,2022-03-20,,,
American,A,2022-03-27,,,
American,A,2022-04-03,,,
American,A,2022-04-10,,,
American,A,2022-04-17,,,
American,A,2022-04-24,,,
American,A,2022-05-01,,,
American,A,2022-05-08,,,
American,A,2022-05-15,,,
American,A,2022-05-22,,,
American,A,2022-05-29,,,
American,A,2022-06-05,,,
American,A,2022-06-12,,,
American,A,2022-06-19,,,
American,A,2022-06-26,,,
American,A,2022-07-03,,,
American,A,2022-07-10,,,
American,A,2022-07-17,,,
American,A,2022-07-24,,,
American,A,2022-07-31,,,
American,A,2022-08-07,,,
American,A,2022-08-14,,,
American,A,2022-08-21,,,
American,A,2022-08-28,,,
American,A,2022-09-04,,,
American,A,2022-09-11,,,
American,A,2022-09-18,,,
American,A,2022-09-25,,,
American,A,2022-10-02,28.125,34.375,31.25
American,A,2022-10-09,28.385416666666668,34.114583333333336,31.25
American,A,2022-10-16,27.901785714285715,34.598214285714285,31.25
American,A,2022-10-23,30.208333333333332,36.458333333333336,33.333333333333336
American,A,2022-10-30,28.125,34.375,31.25
American,A,2022-11-06,29.375,35.625,32.5
American,A,2022-11-13,28.90625,34.635416666666664,31.770833333333332
American,A,2022-11-20,27.864583333333332,34.635416666666664,31.25
American,A,2022-11-27,27.864583333333332,34.635416666666664,31.25
American,A,2022-12-04,28.125,34.375,31.25
American,A,2022-12-11,,,
American,A,2022-12-18,,,
American,A,2022-12-25,,,
American,A,2023-01-01,,,
American,A,2023-01-08,,,
American,A,2023-01-15,,,
American,A,2023-01-22,,,
American,A,2023-01-29,,,
American,A,2023-02-05,,,
American,A,2023-02-12,,,
American,A,2023-02-19,,,
American,A,2023-02-26,,,
American,A,2023-03-05,,,
American,A,2023-03-12,,,
American,A,2023-03-19,,,
American,A,2023-03-26,,,
American,A,2023-04-02,,,
American,A,2023-04-09,,,
American,A,2023-04-16,,,
American,A,2023-04-23,,,
American,A,2023-04-30,,,
American,A,2023-05-07,,,
American,A,2023-05-14,,,
American,A,2023-05-21,,,
American,A,2023-05-28,,,
American,A,2023-06-04,,,
American,A,2023-06-11,,,
American,A,2023-06-18,,,
American,A,2023-06-25,,,
American,A,2023-07-02,,,
American,A,2023-07-09,,,
American,A,2023-07-16,,,
American,A,2023-07-23,,,
American,A,2023-07-30,,,
American,A,2023-08-06,,,
American,A,2023-08-13,,,
American,A,2023-08-20,,,
American,A,2023-08-27,,,
American,A,2023-09-03,,,
American,A,2023-09-10,,,
American,A,2023-09-17,,,
American,A,2023-09-24,,,
American,A,2023-10-01,,,
American,A,2023-10-08,37.5,50.0,43.75
American,A,2023-10-15,42.5,52.5,47.5
American,A,2023-10-22,37.5,50.0,43.75
American,A,2023-10-29,37.5,50.0,43.75
American,A,2023-11-05,37.5,50.0,43.75
American,A,2023-11-12,37.5,50.0,43.75
American,A,2023-11-19,37.5,50.0,43.75
American,A,2023-11-26,37.5,50.0,43.75
American,A,2023-12-03,37.5,50.0,43.75
American,A,2023-12-10,,,
American,A,2023-12-17,,,
American,A,2023-12-24,,,
American,A,2023-12-31,,,
American,A,2024-01-07,,,
American,A,2024-01-14,,,
American,A,2024-01-21,,,
American,A,2024-01-28,,,
American,A,2024-02-04,,,
American,A,2024-02-11,,,
American,A,2024-02-18,,,
American,A,2024-02-25,,,
American,A,2024-03-03,,,
American,A,2024-03-10,,,
American,A,2024-03-17,,,
American,A,2024-03-24,,,
American,A,2024-03-31,,,
American,A,2024-04-07,,,
American,A,2024-04-14,,,
American,A,2024-04-21,,,
American,A,2024-04-28,,,
American,A,2024-05-05,,,
American,A,2024-05-12,,,
American,A,2024-05-19,,,
American,A,2024-05-26,,,
American,A,2024-06-02,,,
American,A,2024-06-09,,,
American,A,2024-06-16,,,
American,A,2024-06-23,,,
American,A,2024-06-30,,,
American,A,2024-07-07,,,
American,A,2024-07-14,,,
American,A,2024-07-21,,,
American,A,2024-07-28,,,
American,A,2024-08-04,,,
American,A,2024-08-11,,,
American,A,2024-08-18,,,
American,A,2024-08-25,,,
American,A,2024-09-01,,,
American,A,2024-09-08,,,
American,A,2024-09-15,,,
American,A,2024-09-22,,,
American,A,2024-09-29,,,
American,A,2024-10-06,,,
American,A,2024-10-13,37.5,43.75,40.625
American,A,2024-10-20,37.5,43.75,40.625
American,A,2024-10-27,37.5,43.75,40.625
American,A,2024-11-03,39.583333333333336,45.833333333333336,42.708333333333336
American,A,2024-11-10,43.75,50.0,46.875
American,A,2024-11-17,43.75,52.083333333333336,47.916666666666664
American,A,2024-11-24,43.75,56.25,50.0
American,A,2024-12-01,43.75,56.25,50.0
American,B,2017-10-01,,,
American,B,2017-10-08,12.5,16.875,14.6875
American,B,2017-10-15,15.625,21.875,18.75
American,B,2017-10-22,15.625,21.875,18.75
American,B,2017-10-29,15.625,21.875,18.75
American,B,2017-11-05,15.625,21.875,18.75
American,B,2017-11-12,15.625,27.5,21.875
American,B,2017-11-19,15.625,27.5,21.875
American,B,2017-11-26,15.625,27.5,21.875
American,B,2017-12-03,15.625,27.5,21.875
American,B,2017-12-10,,,
American,B,2017-12-17,,,
American,B,2017-12-24,,,
American,B,2017-12-31,,,
American,B,2018-01-07,,,
American,B,2018-01-14,,,
American,B,2018-01-21,,,
American,B,2018-01-28,,,
American,B,2018-02-04,,,
American,B,2018-02-11,,,
American,B,2018-02-18,,,
American,B,2018-02-25,,,
American,B,2018-03-04,,,
American,B,2018-03-11,,,
American,B,2018-03-18,,,
American,B,2018-03-25,,,
American,B,2018-04-01,,,
American,B,2018-04-08,,,
American,B,2018-04-15,,,
American,B,2018-04-22,,,
American,B,2018-04-29,,,
American,B,2018-05-06,,,
American,B,2018-05-13,,,
American,B,2018-05-20,,,
American,B,2018-05-27,,,
American,B,2018-06-03,,,
American,B,2018-06-10,,,
American,B,2018-06-17,,,
American,B,2018-06-24,,,
American,B,2018-07-01,,,
American,B,2018-07-08,,,
American,B,2018-07-15,,,
American,B,2018-07-22,,,
American,B,2018-07-29,,,
American,B,2018-08-05,,,
American,B,2018-08-12,,,
American,B,2018-08-19,,,
American,B,2018-08-26,,,
American,B,2018-09-02,,,
American,B,2018-09-09,,,
American,B,2018-09-16,,,
American,B,2018-09-23,,,
American,B,2018-09-30,,,
American,B,2018-10-07,9.375,15.625,12.5
American,B,2018-10-14,9.375,18.75,13.75
American,B,2018-10-21,9.375,18.75,13.75
American,B,2018-10-28,9.375,15.625,12.5
American,B,2018-11-04,9.375,15.625,12.5
American,B,2018-11-11,9.375,12.5,11.25
American,B,2018-11-18,10.625,15.625,13.125
American,B,2018-11-25,10.625,15.625,13.125
American,B,2018-12-02,11.25,17.5,14.375
American,B,2018-12-09,,,
American,B,2018-12-16,,,
American,B,2018-12-23,,,
American,B,2018-12-30,,,
American,B,2019-01-06,,,
American,B,2019-01-13,,,
American,B,2019-01-20,,,
American,B,2019-01-27,,,
American,B,2019-02-03,,,
American,B,2019-02-10,,,
American,B,2019-02-17,,,
American,B,2019-02-24,,,
American,B,2019-03-03,,,
American,B,2019-03-10,,,
American,B,2019-03-17,,,
American,B,2019-03-24,,,
American,B,2019-03-31,,,
American,B,2019-04-07,,,
American,B,2019-04-14,,,
American,B,2019-04-21,,,
American,B,2019-04-28,,,
American,B,2019-05-05,,,
American,B,2019-05-12,,,
American,B,2019-05-19,,,
American,B,2019-05-26,,,
American,B,2019-06-02,,,
American,B,2019-06-09,,,
American,B,2019-06-16,,,
American,B,2019-06-23,,,
American,B,2019-06-30,,,
American,B,2019-07-07,,,
American,B,2019-07-14,,,
American,B,2019-07-21,,,
American,B,2019-07-28,,,
American,B,2019-08-04,,,
American,B,2019-08-11,,,
American,B,2019-08-18,,,
American,B,2019-08-25,,,
American,B,2019-09-01,,,
American,B,2019-09-08,,,
American,B,2019-09-15,,,
American,B,2019-09-22,,,
American,B,2019-09-29,,,
American,B,2019-10-06,,,
American,B,2019-10-13,31.25,32.5,31.875
American,B,2019-10-20,31.25,32.5,31.875
American,B,2019-10-27,31.25,32.5,31.875
American,B,2019-11-03,,,
American,B,2019-11-10,31.25,32.5,31.875
American,B,2019-11-17,31.25,32.5,31.875
American,B,2019-11-24,31.25,32.5,31.875
American,B,2019-12-01,,,
American,B,2019-12-08,,,
American,B,2019-12-15,,,
American,B,2019-12-22,,,
American,B,2019-12-29,,,
American,B,2020-01-05,,,
American,B,2020-01-12,,,
American,B,2020-01-19,,,
American,B,2020-01-26,,,
American,B,2020-02-02,,,
American,B,2020-02-09,,,
American,B,2020-02-16,,,
American,B,2020-02-23,,,
American,B,2020-03-01,,,
American,B,2020-03-08,,,
American,B,2020-03-15,,,
American,B,2020-03-22,,,
American,B,2020-03-29,,,
American,B,2020-04-05,,,
American,B,2020-04-12,,,
American,B,2020-04-19,,,
American,B,2020-04-26,,,
American,B,2020-05-03,,,
American,B,2020-05-10,,,
American,B,2020-05-17,,,
American,B,2020-05-24,,,
American,B,2020-05-31,,,
American,B,2020-06-07,,,
American,B,2020-06-14,,,
American,B,2020-06-21,,,
American,B,2020-06-28,,,
American,B,2020-07-05,,,
American,B,2020-07-12,,,
American,B,2020-07-19,,,
American,B,2020-07-26,,,
American,B,2020-08-02,,,
American,B,2020-08-09,,,
American,B,2020-08-16,,,
American,B,2020-08-23,,,
American,B,2020-08-30,,,
American,B,2020-09-06,,,
American,B,2020-09-13,,,
American,B,2020-09-20,,,
American,B,2020-09-27,,,
American,B,2020-10-04,12.5,25.0,18.75
American,B,2020-10-11,9.375,21.875,12.5
American,B,2020-10-18,12.5,25.0,18.75
American,B,2020-10-25,12.5,25.0,18.75
American,B,2020-11-01,16.25,28.75,21.25
American,B,2020-11-08,16.25,28.75,21.25
American,B,2020-11-15,16.25,28.75,21.25
American,B,2020-11-22,16.25,28.75,21.25
American,B,2020-11-29,17.5,30.0,25.0
American,B,2020-12-06,17.5,30.0,25.0
American,B,2020-12-13,,,
American,B,2020-12-20,,,
American,B,2020-12-27,,,
American,B,2021-01-03,,,
American,B,2021-01-10,,,
American,B,2021-01-17,,,
American,B,2021-01-24,,,
American,B,2021-01-31,,,
American,B,2021-02-07,,,
American,B,2021-02-14,,,
American,B,2021-02-21,,,
American,B,2021-02-28,,,
American,B,2021-03-07,,,
American,B,2021-03-14,,,
American,B,2021-03-21,,,
American,B,2021-03-28,,,
American,B,2021-04-04,,,
American,B,2021-04-11,,,
American,B,2021-04-18,,,
American,B,2021-04-25,,,
American,B,2021-05-02,,,
American,B,2021-05-09,,,
American,B,2021-05-16,,,
American,B,2021-05-23,,,
American,B,2021-05-30,,,
American,B,2021-06-06,,,
American,B,2021-06-13,,,
American,B,2021-06-20,,,
American,B,2021-06-27,,,
American,B,2021-07-04,,,
American,B,2021-07-11,,,
American,B,2021-07-18,,,
American,B,2021-07-25,,,
American,B,2021-08-01,,,
American,B,2021-08-08,,,
American,B,2021-08-15,,,
American,B,2021-08-22,,,
American,B,2021-08-29,,,
American,B,2021-09-05,,,
American,B,2021-09-12,,,
American,B,2021-09-19,,,
American,B,2021-09-26,,,
American,B,2021-10-03,,,
American,B,2021-10-10,15.625,28.125,21.875
American,B,2021-10-17,,,
American,B,2021-10-24,21.25,28.75,25.0
American,B,2021-10-31,21.875,33.75,28.4375
American,B,2021-11-07,21.875,34.375,28.125
American,B,2021-11-14,22.5,28.75,26.25
American,B,2021-11-21,22.5,28.75,26.25
American,B,2021-11-28,18.75,31.25,25.0
American,B,2021-12-05,,,
American,B,2021-12-12,,,
American,B,2021-12-19,,,
American,B,2021-12-26,,,
American,B,2022-01-02,,,
American,B,2022-01-09,,,
American,B,2022-01-16,,,
American,B,2022-01-23,,,
American,B,2022-01-30,,,
American,B,2022-02-06,,,
American,B,2022-02-13,,,
American,B,2022-02-20,,,
American,B,2022-02-27,,,
American,B,2022-03-06,,,
American,B,2022-03-13,,,
American,B,2022-03-20,,,
American,B,2022-03-27,,,
American,B,2022-04-03,,,
American,B,2022-04-10,,,
American,B,2022-04-17,,,
American,B,2022-04-24,,,
American,B,2022-05-01,,,
American,B,2022-05-08,,,
American,B,2022-05-15,,,
American,B,2022-05-22,,,
American,B,2022-05-29,,,
American,B,2022-06-05,,,
American,B,2022-06-12,,,
American,B,2022-06-19,,,
American,B,2022-06-26,,,
American,B,2022-07-03,,,
American,B,2022-07-10,,,
American,B,2022-07-17,,,
American,B,2022-07-24,,,
American,B,2022-07-31,,,
American,B,2022-08-07,,,
American,B,2022-08-14,,,
American,B,2022-08-21,,,
American,B,2022-08-28,,,
American,B,2022-09-04,,,
American,B,2022-09-11,,,
American,B,2022-09-18,,,
American,B,2022-09-25,,,
American,B,2022-10-02,15.625,21.875,18.75
American,B,2022-10-09,16.145833333333332,21.354166666666668,18.75
American,B,2022-10-16,15.401785714285714,22.098214285714285,18.75
American,B,2022-10-23,15.625,21.875,18.75
American,B,2022-10-30,15.625,21.875,18.75
American,B,2022-11-06,14.375,20.625,17.5
American,B,2022-11-13,15.364583333333334,22.135416666666668,18.75
American,B,2022-11-20,14.0625,21.354166666666668,17.708333333333332
American,B,2022-11-27,15.625,21.875,18.75
American,B,2022-12-04,15.625,21.875,18.75
American,B,2022-12-11,,,
American,B,2022-12-18,,,
American,B,2022-12-25,,,
American,B,2023-01-01,,,
American,B,2023-01-08,,,
American,B,2023-01-15,,,
American,B,2023-01-22,,,
American,B,2023-01-29,,,
American,B,2023-02-05,,,
American,B,2023-02-12,,,
American,B,2023-02-19,,,
American,B,2023-02-26,,,
American,B,2023-03-05,,,
American,B,2023-03-12,,,
American,B,2023-03-19,,,
American,B,2023-03-26,,,
American,B,2023-04-02,,,
American,B,2023-04-09,,,
American,B,2023-04-16,,,
American,B,2023-04-23,,,
American,B,2023-04-30,,,
American,B,2023-05-07,,,
American,B,2023-05-14,,,
American,B,2023-05-21,,,
American,B,2023-05-28,,,
American,B,2023-06-04,,,
American,B,2023-06-11,,,
American,B,2023-06-18,,,
American,B,2023-06-25,,,
American,B,2023-07-02,,,
American,B,2023-07-09,,,
American,B,2023-07-16,,,
American,B,2023-07-23,,,
American,B,2023-07-30,,,
American,B,2023-08-06,,,
American,B,2023-08-13,,,
American,B,2023-08-20,,,
American,B,2023-08-27,,,
American,B,2023-09-03,,,
American,B,2023-09-10,,,
American,B,2023-09-17,,,
American,B,2023-09-24,,,
American,B,2023-10-01,,,
American,B,2023-10-08,31.25,37.5,34.375
American,B,2023-10-15,28.75,35.0,31.875
American,B,2023-10-22,18.75,31.25,25.0
American,B,2023-10-29,18.75,31.25,25.0
American,B,2023-11-05,18.75,30.729166666666668,24.739583333333332
American,B,2023-11-12,18.75,31.25,25.0
American,B,2023-11-19,18.75,31.25,25.0
American,B,2023-11-26,18.75,31.25,25.0
American,B,2023-12-03,18.75,31.25,25.0
American,B,2023-12-10,,,
American,B,2023-12-17,,,
American,B,2023-12-24,,,
American,B,2023-12-31,,,
American,B,2024-01-07,,,
American,B,2024-01-14,,,
American,B,2024-01-21,,,
American,B,2024-01-28,,,
American,B,2024-02-04,,,
American,B,2024-02-11,,,
American,B,2024-02-18,,,
American,B,2024-02-25,,,
American,B,2024-03-03,,,
American,B,2024-03-10,,,
American,B,2024-03-17,,,
American,B,2024-03-24,,,
American,B,2024-03-31,,,
American,B,2024-04-07,,,
American,B,2024-04-14,,,
American,B,2024-04-21,,,
American,B,2024-04-28,,,
American,B,2024-05-05,,,
American,B,2024-05-12,,,
American,B,2024-05-19,,,
American,B,2024-05-26,,,
American,B,2024-06-02,,,
American,B,2024-06-09,,,
American,B,2024-06-16,,,
American,B,2024-06-23,,,
American,B,2024-06-30,,,
American,B,2024-07-07,,,
American,B,2024-07-14,,,
American,B,2024-07-21,,,
American,B,2024-07-28,,,
American,B,2024-08-04,,,
American,B,2024-08-11,,,
American,B,2024-08-18,,,
American,B,2024-08-25,,,
American,B,2024-09-01,,,
American,B,2024-09-08,,,
American,B,2024-09-15,,,
American,B,2024-09-22,,,
American,B,2024-09-29,,,
American,B,2024-10-06,,,
American,B,2024-10-13,31.25,37.5,34.375
American,B,2024-10-20,30.208333333333332,37.5,33.854166666666664
American,B,2024-10-27,31.25,37.5,34.375
American,B,2024-11-03,29.166666666666668,35.416666666666664,32.291666666666664
American,B,2024-11-10,25.0,31.25,28.125
American,B,2024-11-17,25.0,33.333333333333336,29.166666666666668
American,B,2024-11-24,25.0,37.5,31.25
American,B,2024-12-01,25.0,37.5,31.25
Delicious,A,2017-09-17,34.375,40.625,37.5
Delicious,A,2017-09-24,34.21875,43.59375,38.90625
Delicious,A,2017-10-01,32.5,45.0,38.75
Delicious,A,2017-10-08,28.59375,34.21875,31.40625
Delicious,A,2017-10-15,30.0,33.75,31.875
Delicious,A,2017-10-22,28.125,34.375,31.25
Delicious,A,2017-10-29,31.25,37.5,34.375
Delicious,A,2017-11-05,31.25,35.0,33.125
Delicious,A,2017-11-12,31.25,37.5,34.375
Delicious,A,2017-11-19,34.375,40.625,37.5
Delicious,A,2017-11-26,37.5,40.625,39.0625
Delicious,A,2017-12-03,37.5,42.1875,39.84375
Delicious,A,2017-12-10,38.75,43.75,41.25
Delicious,A,2017-12-17,38.75,42.5,40.625
Delicious,A,2017-12-24,37.5,41.25,39.375
Delicious,A,2017-12-31,37.5,43.75,40.625
Delicious,A,2018-01-07,,,
Delicious,A,2018-01-14,,,
Delicious,A,2018-01-21,,,
Delicious,A,2018-01-28,,,
Delicious,A,2018-02-04,,,
Delicious,A,2018-02-11,,,
Delicious,A,2018-02-18,,,
Delicious,A,2018-02-25,,,
Delicious,A,2018-03-04,,,
Delicious,A,2018-03-11,,,
Delicious,A,2018-03-18,,,
Delicious,A,2018-03-25,,,
Delicious,A,2018-04-01,,,
Delicious,A,2018-04-08,,,
Delicious,A,2018-04-15,,,
Delicious,A,2018-04-22,,,
Delicious,A,2018-04-29,,,
Delicious,A,2018-05-06,,,
Delicious,A,2018-05-13,,,
Delicious,A,2018-05-20,,,
Delicious,A,2018-05-27,,,
Delicious,A,2018-06-03,,,
Delicious,A,2018-06-10,,,
Delicious,A,2018-06-17,,,
Delicious,A,2018-06-24,,,
Delicious,A,2018-07-01,,,
Delicious,A,2018-07-08,,,
Delicious,A,2018-07-15,,,
Delicious,A,2018-07-22,,,
Delicious,A,2018-07-29,,,
Delicious,A,2018-08-05,,,
Delicious,A,2018-08-12,,,
Delicious,A,2018-08-19,,,
Delicious,A,2018-08-26,,,
Delicious,A,2018-09-02,,,
Delicious,A,2018-09-09,,,
Delicious,A,2018-09-16,,,
Delicious,A,2018-09-23,26.5625,35.9375,31.25
Delicious,A,2018-09-30,29.375,36.875,33.125
Delicious,A,2018-10-07,37.5,43.75,40.625
Delicious,A,2018-10-14,39.6875,45.9375,42.8125
Delicious,A,2018-10-21,38.020833333333336,44.270833333333336,41.145833333333336
Delicious,A,2018-10-28,37.5,43.75,40.625
Delicious,A,2018-11-04,37.5,43.75,40.625
Delicious,A,2018-11-11,37.5,43.75,40.625
Delicious,A,2018-11-18,37.5,43.75,40.625
Delicious,A,2018-11-25,38.020833333333336,44.270833333333336,41.145833333333336
Delicious,A,2018-12-02,40.625,46.875,43.75
Delicious,A,2018-12-09,38.125,44.375,41.25
Delicious,A,2018-12-16,37.5,43.75,40.625
Delicious,A,2018-12-23,35.9375,42.1875,39.0625
Delicious,A,2018-12-30,34.375,40.625,37.5
Delicious,A,2019-01-06,34.375,40.625,37.5
Delicious,A,2019-01-13,,,
Delicious,A,2019-01-20,,,
Delicious,A,2019-01-27,,,
Delicious,A,2019-02-03,,,
Delicious,A,2019-02-10,,,
Delicious,A,2019-02-17,,,
Delicious,A,2019-02-24,,,
Delicious,A,2019-03-03,,,
Delicious,A,2019-03-10,,,
Delicious,A,2019-03-17,,,
Delicious,A,2019-03-24,,,
Delicious,A,2019-03-31,,,
Delicious,A,2019-04-07,,,
Delicious,A,2019-04-14,,,
Delicious,A,2019-04-21,,,
Delicious,A,2019-04-28,,,
Delicious,A,2019-05-05,,,
Delicious,A,2019-05-12,,,
Delicious,A,2019-05-19,,,
Delicious,A,2019-05-26,,,
Delicious,A,2019-06-02,,,
Delicious,A,2019-06-09,,,
Delicious,A,2019-06-16,,,
Delicious,A,2019-06-23,,,
Delicious,A,2019-06-30,,,
Delicious,A,2019-07-07,,,
