Date,District,Market,Fruit,Variety,Grade,Min Price,Max Price,Avg Price
6/9/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/9/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/10/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/10/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/10/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/11/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/11/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/11/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/12/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/12/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/12/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/13/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/13/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/13/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/14/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/14/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/14/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/15/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/15/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/15/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/16/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,80,120,100
6/16/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,50,60,55
6/16/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,30,40,35
6/17/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,140,120
6/17/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/17/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/18/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,140,120
6/18/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/18/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/19/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,140,120
6/19/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/19/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/20/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,130,115
6/20/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/20/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,130,115
6/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,130,115
6/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
5/31/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
5/31/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
5/31/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
6/1/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
6/1/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,100,130,120
6/1/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
6/2/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/2/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/2/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/3/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,180,165
6/3/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/3/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/4/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,180,200,190
6/4/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,160,170,165
6/4/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,100,120,110
6/5/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,180,200,190
6/5/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,160,170,165
6/5/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,100,120,110
6/6/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,180,200,190
6/6/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,160,170,165
6/6/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,100,120,110
6/7/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,180,200,190
6/7/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/7/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/8/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,170,190,180
6/8/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/8/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/9/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/9/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/9/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/10/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/10/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/10/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/11/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/11/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/11/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/12/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/12/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/12/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/13/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/13/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/13/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/14/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/14/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/14/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/15/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,190,175
6/15/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,140,135
6/15/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/16/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/16/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,130,125
6/16/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/17/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,180,200,190
6/17/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,140,135
6/17/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,90,85
6/18/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/18/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/18/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/19/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,160,155
6/19/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/19/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,70,65
6/20/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,160,155
6/20/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,120,140,130
6/20/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,70,65
6/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,170,165
6/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/21/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/22/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/23/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,160,155
6/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/24/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,190,170
6/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/25/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,190,170
6/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/26/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,150,190,170
6/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,150,140
6/27/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,140,135
6/28/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,140,135
6/29/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
6/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Super,160,180,170
6/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Special,130,140,135
6/30/2021,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,80,75
5/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,110,130,120
5/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,110,130,120
5/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,90,85
5/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,90,85
5/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
5/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,80,90,85
5/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/31/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/31/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
5/31/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/1/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/1/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/1/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/2/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/2/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/2/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/3/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/3/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/3/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/4/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/4/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/4/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/5/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/5/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/5/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/6/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/6/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/6/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/7/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/7/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/7/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/8/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/8/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/8/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/9/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/9/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/9/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/10/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/10/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/10/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/11/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/11/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/11/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/12/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/12/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/12/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/13/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/13/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/13/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/14/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/14/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/14/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/15/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/15/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/15/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/16/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/16/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/16/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/17/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/17/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/17/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/18/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/18/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/18/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/19/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/19/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/19/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/20/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/20/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/20/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/21/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/22/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/23/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/24/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/25/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/26/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/27/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/28/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/29/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
6/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Special,90,100,95
6/30/2022,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,70,60
5/20/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,180,220,200
5/20/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/20/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,110,100
5/21/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,180,220,200
5/21/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/21/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,110,100
5/22/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/22/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/22/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,100,90
5/23/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/23/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/23/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,100,90
5/24/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/24/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/24/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,100,90
5/25/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,170,210,190
5/25/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,130,160,145
5/25/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,110,100
5/26/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,170,210,190
5/26/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,130,160,145
5/26/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,130,110
5/27/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,170,210,190
5/27/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,130,160,145
5/27/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,130,110
5/28/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,170,210,190
5/28/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,130,160,145
5/28/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,90,130,110
5/29/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/29/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/29/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,110,95
5/30/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/30/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/30/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,110,95
5/31/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
5/31/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
5/31/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,110,95
6/1/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
6/1/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
6/1/2023,Azadpur,Azadpur,Cherry,Makhmali,Fancy,80,110,95
6/2/2023,Azadpur,Azadpur,Cherry,Makhmali,Super,160,200,180
6/2/2023,Azadpur,Azadpur,Cherry,Makhmali,Special,120,150,135
